Segment,Ship Mode,Region,Order Priority,Sales,Quantity,Discount,Profit,Shipping Cost,TotalSale,SalesAfterDiscount
Consumer,Standard Class,Africa,High,44.4,2,0,3.96,5.49,88.8,88.8
Corporate,First Class,EMEA,High,23.59,2,0.6,-23.03,5.12,47.184,18.87
Corporate,Standard Class,North,Medium,80,5,0,34.4,5.08,400,400
Corporate,Standard Class,Caribbean,High,45.02,2,0.2,-1.14,5.03,90.048,72.04
Corporate,Standard Class,Central,Medium,89.73,3,0,35.82,4.99,269.19,269.19
Corporate,Standard Class,Central Asia,Medium,79.47,3,0,9.45,4.94,238.41,238.41
Consumer,Standard Class,EMEA,Medium,76.39,1,0.6,-93.59,4.77,76.392,30.56
Corporate,Standard Class,North,Medium,125.37,3,0,0,4.73,376.11,376.11
Consumer,Standard Class,Southeast Asia,Medium,70.85,8,0.47,-26.83,4.62,566.8032,300.41
Corporate,Standard Class,Central Asia,Medium,64.5,5,0,22.5,4.51,322.5,322.5
Consumer,Standard Class,Caribbean,Medium,64.64,4,0.2,2.4,4.43,258.56,206.85
Corporate,Standard Class,North,Medium,59.88,4,0,21.48,4.4,239.52,239.52
Consumer,Standard Class,Africa,Medium,90.89,1,0.7,-166.66,4.39,90.891,27.27
Corporate,First Class,EMEA,High,12.69,1,0,5.82,4.01,12.69,12.69
Consumer,Standard Class,Africa,Medium,104.4,6,0,9.36,3.73,626.4,626.4
Consumer,Standard Class,Central,Medium,70.56,3,0,1.35,3.65,211.68,211.68
Corporate,First Class,Southeast Asia,Medium,22.61,4,0.17,7.85,3.65,90.4368,75.06
Corporate,Second Class,Central,Medium,100.26,4,0.5,-58.26,3.64,401.04,200.52
Consumer,First Class,Africa,High,12.9,1,0,5.01,3.6,12.9,12.9
Corporate,Standard Class,South,Medium,27.86,2,0.4,-3.28,3.28,55.728,33.44
Corporate,First Class,Southeast Asia,Medium,25.47,3,0.47,-15.93,3.07,76.4154,40.5
Consumer,Standard Class,Southeast Asia,Medium,45.79,8,0.47,-35.57,3.05,366.336,194.16
Corporate,Second Class,Africa,Medium,42.72,8,0,17.28,3.04,341.76,341.76
Consumer,Standard Class,Canada,High,39.96,6,0,16.38,2.9,239.76,239.76
Corporate,Standard Class,Africa,High,30.13,6,0.7,-57.35,2.8,180.792,54.24
Corporate,Standard Class,EMEA,Medium,49.41,1,0,11.85,2.77,49.41,49.41
Consumer,First Class,Africa,High,24.51,1,0,9.78,2.61,24.51,24.51
Corporate,Standard Class,South,Medium,32,5,0.6,-13.6,2.58,160,64
Corporate,Standard Class,EMEA,Medium,33,2,0,15.84,2.45,66,66
Consumer,Standard Class,EMEA,Medium,59.19,1,0,5.31,2.4,59.19,59.19
Consumer,Standard Class,South,Medium,30.78,8,0.6,-36.26,2.2,246.272,98.51
Corporate,First Class,Central,High,9.36,4,0.8,-16.38,2.1,37.44,7.49
Consumer,Second Class,West,High,14.03,1,0,4.07,1.76,14.03,14.03
Corporate,First Class,Central,High,12.22,2,0.2,4.43,1.76,24.448,19.56
Consumer,Standard Class,Africa,Medium,14.28,1,0,6.54,1.68,14.28,14.28
Consumer,Standard Class,Oceania,Medium,30.21,3,0.1,10.05,1.66,90.639,81.58
Consumer,Standard Class,North,High,39.02,2,0.4,-1.98,1.65,78.048,46.83
Corporate,Standard Class,North,Low,13.8,1,0,1.08,1.49,13.8,13.8
Corporate,Second Class,Africa,Medium,26.64,2,0,10.92,1.48,53.28,53.28
Consumer,Standard Class,South,Medium,26.02,2,0.6,-14.98,1.43,52.032,20.81
Corporate,Standard Class,EMEA,Medium,17.61,1,0,8.79,1.38,17.61,17.61
Consumer,Standard Class,Africa,Medium,26.25,1,0,8.64,1.33,26.25,26.25
Corporate,Second Class,Africa,Medium,13.95,1,0,6.39,1.23,13.95,13.95
Corporate,Standard Class,Africa,High,7.81,1,0.7,-9.38,1.15,7.812,2.34
Corporate,Standard Class,North,Low,10.74,1,0,3.96,1.13,10.74,10.74
Consumer,Standard Class,Oceania,Medium,16.69,2,0.1,-0.95,0.94,33.372,30.03
Consumer,Standard Class,Canada,High,5.91,1,0,0.51,0.91,5.91,5.91
Consumer,First Class,Africa,High,127.44,1,0.1,9.9,0.78,127.44,114.7
Consumer,First Class,EMEA,High,57.69,1,0,2.88,0.7,57.69,57.69
Corporate,Second Class,Africa,High,12.36,1,0,3.45,0.58,12.36,12.36
Corporate,Second Class,Africa,Medium,6.12,1,0,0.24,0.54,6.12,6.12
Consumer,Standard Class,Canada,High,84.72,1,0,11.85,0.5,84.72,84.72
Corporate,First Class,Southeast Asia,Medium,18.22,3,0.47,-3.11,0.47,54.6642,28.97
Consumer,Standard Class,Oceania,Medium,23.6,2,0.1,2.6,0.42,47.196,42.48
Consumer,Standard Class,Africa,Medium,5,1,0.7,-11.2,0.4,5.004,1.5
Corporate,First Class,Central,High,2.3,4,0.8,-3.57,0.39,9.216,1.84
Corporate,Standard Class,Central,Medium,6.81,1,0,1.89,0.33,6.81,6.81
Corporate,Standard Class,North,Medium,16.98,1,0,0.48,0.23,16.98,16.98
Consumer,Standard Class,EMEA,Medium,3.22,1,0.6,-1.46,0.21,3.216,1.29
Corporate,Standard Class,Central,Medium,23.1,2,0,5.52,0.16,46.2,46.2
Corporate,Standard Class,Central,Medium,3.46,1,0.4,-1.74,0.16,3.456,2.07
Corporate,Standard Class,Africa,Medium,1658.64,8,0,431.04,152.16,13269.12,13269.12
Corporate,Standard Class,North,Medium,1207.08,4,0,36.12,100.36,4828.32,4828.32
Consumer,Standard Class,North,Medium,701.62,3,0.2,-35.12,61.84,2104.848,1683.88
Consumer,Standard Class,Central,Low,332.02,3,0.1,55.27,37.06,996.057,896.45
Corporate,Standard Class,Oceania,High,223.83,5,0.1,67.08,31.55,1119.15,1007.24
Corporate,Standard Class,Caribbean,Medium,304.74,9,0,5.94,17.06,2742.66,2742.66
Corporate,Standard Class,Africa,Medium,268.32,2,0,24.12,8.59,536.64,536.64
Corporate,Standard Class,Oceania,High,111.02,2,0.1,19.7,8.13,222.048,199.84
Corporate,First Class,North,High,42.24,4,0,16.4,7.61,168.96,168.96
Corporate,Standard Class,Caribbean,Medium,110.64,2,0,37.6,5.8,221.28,221.28
Corporate,First Class,North,High,26.24,1,0,12.84,3.85,26.24,26.24
Corporate,Standard Class,Southeast Asia,Medium,34.03,3,0.27,0.91,3.35,102.0978,74.53
Consumer,Standard Class,South,Medium,44.74,6,0.6,-45.86,2.66,268.416,107.37
Consumer,Standard Class,Africa,Medium,31.43,2,0.1,-2.47,1.8,62.856,56.57
Corporate,Standard Class,Caribbean,Medium,32.04,2,0,10.88,1.38,64.08,64.08
Corporate,Standard Class,EMEA,Medium,13.47,1,0,0.66,1.18,13.47,13.47
Consumer,Standard Class,East,Medium,13.9,2,0.2,4.52,0.84,27.808,22.25
Corporate,Standard Class,EMEA,Medium,28.44,2,0,0.54,0.77,56.88,56.88
Corporate,First Class,Oceania,High,1863,8,0.1,393.24,339.06,14904,13413.6
Corporate,First Class,Oceania,High,424.16,2,0.3,-133.36,86.62,848.316,593.82
Consumer,Standard Class,West,High,519.96,4,0,176.79,68.63,2079.84,2079.84
Corporate,First Class,Oceania,High,256.1,5,0.1,105.2,65.4,1280.475,1152.43
Consumer,Standard Class,Central,Medium,698.06,3,0.1,62.03,31.14,2094.174,1884.76
Consumer,Standard Class,Central,Medium,330.08,5,0.1,14.62,28.96,1650.375,1485.34
Corporate,Standard Class,South,Medium,281.82,3,0,25.32,25.09,845.46,845.46
Consumer,Standard Class,Africa,Medium,319.98,1,0,143.97,23.14,319.98,319.98
Corporate,First Class,North,Critical,54.18,3,0,8.1,23.06,162.54,162.54
Consumer,Standard Class,Central,Medium,329.67,5,0.1,18.27,21.41,1648.35,1483.52
Consumer,Second Class,East,High,135.99,1,0,36.72,20.19,135.99,135.99
Corporate,Standard Class,South,Medium,159.6,3,0,71.82,17.02,478.8,478.8
Corporate,Standard Class,EMEA,High,103.57,2,0.4,3.43,15.48,207.144,124.29
Corporate,Standard Class,Central,Medium,141.19,6,0.4,-68.33,12.35,847.152,508.29
Consumer,Second Class,South,Medium,163.15,2,0.002,11.11,6.05,326.30608,325.65
Corporate,First Class,Oceania,High,41.04,4,0.1,-4.2,4.63,164.16,147.74
Consumer,Standard Class,Central,Medium,179.52,4,0.4,-6,4.43,718.08,430.85
Corporate,Standard Class,South,Medium,98.46,3,0,27.54,4.12,295.38,295.38
Consumer,Standard Class,Central,Medium,34.07,2,0.1,11.33,2.08,68.148,61.33
Corporate,Standard Class,Southeast Asia,Medium,26.38,3,0.47,-18.44,1.99,79.1343,41.94
Consumer,Second Class,East,High,7.38,1,0,2.14,1,7.38,7.38
Corporate,First Class,East,Medium,5.76,2,0,1.61,0.97,11.52,11.52
Consumer,Standard Class,EMEA,Medium,30.69,1,0,0.6,0.7,30.69,30.69
Consumer,Second Class,East,High,3.33,2,0.2,1.21,0.15,6.656,5.32
Consumer,Standard Class,Central,Medium,3.7,1,0.4,-1.74,0.14,3.696,2.22
Consumer,Standard Class,Central Asia,High,566.4,4,0,135.84,88.98,2265.6,2265.6
Corporate,Second Class,Africa,High,459.24,4,0,100.92,71.81,1836.96,1836.96
Consumer,Standard Class,North,Medium,768.51,3,0,169.02,68.15,2305.53,2305.53
Corporate,Standard Class,East,Medium,597,3,0,280.59,61.1,1791,1791
Consumer,Second Class,West,Medium,428.4,3,0,89.96,42.61,1285.2,1285.2
Consumer,Standard Class,Central,Medium,265.17,1,0,47.73,20.26,265.17,265.17
Consumer,Standard Class,Central,Medium,242.94,3,0,4.86,14.44,728.82,728.82
Consumer,Standard Class,Central Asia,High,93.51,3,0,2.79,12.43,280.53,280.53
Corporate,Standard Class,East,Medium,162.64,2,0,45.54,10.87,325.28,325.28
Corporate,Second Class,Africa,High,61.71,1,0,4.29,10.8,61.71,61.71
Consumer,First Class,North,High,47.52,4,0,9.48,9.53,190.08,190.08
Corporate,Second Class,Africa,High,41.16,2,0,19.32,8.44,82.32,82.32
Corporate,Second Class,Africa,High,54.66,1,0,2.73,8.37,54.66,54.66
Corporate,Standard Class,Central,Medium,119.16,6,0,15.48,8.36,714.96,714.96
Corporate,Second Class,Africa,High,44.7,1,0,8.49,8.3,44.7,44.7
Consumer,Standard Class,Central,Medium,51.84,8,0,25.4,6.4,414.72,414.72
Consumer,Standard Class,North,Medium,224.4,2,0,105.42,6.29,448.8,448.8
Corporate,Standard Class,Central,Medium,90.76,2,0,38.08,5.67,181.52,181.52
Consumer,Second Class,West,Medium,69.52,2,0,17.38,5.3,139.04,139.04
Corporate,Standard Class,East,Medium,55.48,1,0,26.63,5.04,55.48,55.48
Consumer,Second Class,West,Medium,87.71,7,0,41.22,5.04,613.97,613.97
Consumer,Standard Class,Central,Medium,56.76,10,0.4,-14.24,4.75,567.6,340.56
Corporate,Standard Class,West,Medium,77.88,2,0,3.89,4.31,155.76,155.76
Consumer,Standard Class,East,Medium,45.96,2,0,13.79,3.54,91.92,91.92
Corporate,Second Class,Africa,Medium,25.08,4,0,11.76,2.94,100.32,100.32
Consumer,Second Class,West,Medium,20.78,2,0.2,-4.68,2.93,41.568,33.25
Corporate,Standard Class,Africa,Low,16.65,1,0,4.65,2.62,16.65,16.65
Consumer,Standard Class,Central,Medium,21.93,3,0,10.09,2.58,65.79,65.79
Consumer,Second Class,West,Medium,24.75,5,0,10.89,2.23,123.75,123.75
Corporate,Standard Class,Southeast Asia,Medium,18.44,4,0.47,-13.6,2.04,73.776,39.1
Consumer,Second Class,West,Medium,12.82,3,0.2,4.17,1.06,38.448,30.76
Consumer,Second Class,West,Medium,12.42,3,0,4.47,0.91,37.26,37.26
Corporate,Standard Class,Africa,Low,6.03,1,0,1.86,0.73,6.03,6.03
Consumer,Standard Class,Central,Medium,7.64,1,0,3.74,0.47,7.64,7.64
Corporate,Second Class,Africa,Medium,8.76,1,0,1.38,0.27,8.76,8.76
Corporate,Second Class,West,High,1194.16,5,0.15,210.74,140.75,5970.825,5075.2
Corporate,Second Class,EMEA,Medium,816.72,4,0,48.96,84.97,3266.88,3266.88
Corporate,Standard Class,EMEA,High,323.46,6,0,74.34,49.52,1940.76,1940.76
Corporate,Standard Class,South,Medium,478.56,4,0,239.28,45.31,1914.24,1914.24
Consumer,Standard Class,Central,Medium,672.57,5,0.1,59.67,38.66,3362.85,3026.56
Corporate,Standard Class,EMEA,High,193.68,4,0,11.52,31.76,774.72,774.72
Corporate,Standard Class,East,Medium,269.98,2,0,67.5,31.43,539.96,539.96
Corporate,Standard Class,West,Medium,479.98,2,0.2,90,28.66,959.968,767.97
Corporate,Standard Class,Africa,Low,143.1,6,0,9.9,20.64,858.6,858.6
Corporate,Standard Class,South,Medium,220.08,2,0,17.58,17.71,440.16,440.16
Corporate,Standard Class,East,Medium,99.9,5,0,47.95,10.51,499.5,499.5
Corporate,Standard Class,Africa,Low,83.46,1,0,33.36,9.34,83.46,83.46
Corporate,Standard Class,EMEA,High,50.52,1,0,14.64,8.19,50.52,50.52
Corporate,Second Class,West,High,32.4,5,0,15.55,5.08,162,162
Corporate,Standard Class,South,Medium,80.58,2,0,9.66,4.83,161.16,161.16
Corporate,Second Class,West,High,57.9,5,0,28.95,4.74,289.5,289.5
Corporate,Standard Class,Central Asia,Medium,42.42,1,0,19.92,4.03,42.42,42.42
Corporate,Standard Class,Central Asia,Medium,58.14,3,0,15.66,3.23,174.42,174.42
Corporate,Standard Class,EMEA,High,22.5,2,0,1.8,3.23,45,45
Corporate,Standard Class,Central,Medium,35.04,2,0.4,-2.92,3.23,70.08,42.05
Corporate,Standard Class,East,Medium,39.08,4,0,14.46,1.41,156.32,156.32
Consumer,Standard Class,South,Medium,22.76,2,0,8.64,1.36,45.52,45.52
Corporate,Second Class,West,High,10.56,2,0,0,1.18,21.12,21.12
Consumer,Standard Class,South,Medium,7.9,2,0.2,2.17,0.3,15.808,12.65
Corporate,First Class,Central,Medium,1121.67,7,0.002,20.15,178.32,7851.70512,7836
Consumer,Standard Class,Central,Medium,1568.84,7,0.15,184.52,147.72,10981.8555,9334.58
Corporate,Standard Class,North Asia,High,924.21,3,0,397.35,98.34,2772.63,2772.63
Consumer,First Class,Oceania,Critical,498.74,4,0.4,-232.78,81.94,1994.976,1196.99
Corporate,Second Class,Central,Medium,639.66,2,0,159.9,67.22,1279.32,1279.32
Consumer,Standard Class,Southeast Asia,Medium,605.25,5,0,266.25,56.38,3026.25,3026.25
Consumer,Standard Class,North,High,381.59,3,0.1,-0.01,42.6,1144.773,1030.3
Consumer,Standard Class,Southeast Asia,Medium,524.28,4,0,146.76,31.75,2097.12,2097.12
Consumer,Standard Class,Central,Medium,423.36,10,0.1,136.26,29.51,4233.6,3810.24
Consumer,Standard Class,Central,Medium,196.78,4,0.1,-10.94,23.26,787.104,708.39
Consumer,Standard Class,Southeast Asia,Medium,262.14,2,0,73.38,22.27,524.28,524.28
Consumer,Standard Class,Central,Medium,139.8,4,0.5,-25.2,14.94,559.2,279.6
Consumer,Standard Class,Southeast Asia,Medium,346.37,8,0.47,6.53,13.89,2770.9248,1468.59
Consumer,First Class,Oceania,Critical,60.7,4,0.4,-9.14,10.72,242.784,145.67
Corporate,Second Class,Caribbean,High,55.82,3,0.2,-2.8,10.11,167.472,133.98
Consumer,Standard Class,Southeast Asia,Medium,161.94,2,0,74.46,9.65,323.88,323.88
Corporate,Second Class,North,Medium,72.14,2,0.1,3.98,9.09,144.288,129.86
Consumer,Standard Class,Central,Medium,303.66,2,0,75.9,8.31,607.32,607.32
Consumer,Standard Class,Central,Medium,102.27,7,0,33.6,8.21,715.89,715.89
Consumer,Second Class,Oceania,Medium,70.31,4,0.1,13.19,6.83,281.232,253.11
Corporate,Second Class,Caribbean,High,75.36,5,0.2,15.06,6.74,376.8,301.44
Corporate,Standard Class,Southeast Asia,Medium,93.71,5,0.25,-1.39,6.37,468.5625,351.42
Corporate,First Class,Central,Medium,44.6,5,0,16.9,6.1,223,223
Corporate,First Class,Central,Medium,36.8,5,0,0,4.43,184,184
Corporate,Second Class,Southeast Asia,High,21.06,2,0,0.6,3.03,42.12,42.12
Corporate,Second Class,North,Medium,25.11,2,0.1,9.99,2.8,50.22,45.2
Consumer,Standard Class,Africa,Medium,48.21,1,0,11.55,2.13,48.21,48.21
Corporate,Standard Class,Oceania,Medium,99.66,2,0,44.82,1.73,199.32,199.32
Consumer,Standard Class,Africa,Medium,18.48,2,0,5.7,0.8,36.96,36.96
Corporate,Standard Class,EMEA,Medium,7.8,1,0,1.23,0.69,7.8,7.8
Consumer,Standard Class,Africa,Medium,100.4,4,0.7,-123.88,0.26,401.616,120.48
Corporate,Standard Class,EMEA,Medium,5.47,1,0.6,-4.13,0.19,5.472,2.19
Consumer,Standard Class,Central,Medium,16.62,1,0,2.64,0.18,16.62,16.62
Corporate,Standard Class,Southeast Asia,Low,1023.29,4,0.17,320.45,132.26,4093.1616,3397.32
Corporate,Standard Class,North,High,1058.28,5,0.002,-2.12,130.14,5291.396,5280.81
Corporate,Second Class,Central,High,716.55,5,0.15,252.9,102.16,3582.75,3045.34
Corporate,Standard Class,Southeast Asia,Low,439.31,4,0.37,34.79,57.39,1757.2464,1107.07
Corporate,First Class,South,Critical,558.9,2,0.1,117.96,34.37,1117.8,1006.02
Corporate,Standard Class,Southeast Asia,Low,475.19,4,0.17,-57.37,33.58,1900.7664,1577.64
Corporate,Standard Class,South,Medium,826.56,3,0,148.74,28.81,2479.68,2479.68
Corporate,Standard Class,Southeast Asia,Low,224,1,0.37,-0.01,28.52,224.0028,141.12
Consumer,Standard Class,Central,High,201.12,3,0.1,62.52,28.27,603.369,543.03
Corporate,Standard Class,EMEA,High,122.37,1,0,35.46,20.54,122.37,122.37
Corporate,Standard Class,Central,Medium,388.77,7,0.1,-13.17,17.21,2721.411,2449.27
Corporate,Standard Class,Southeast Asia,Low,82.76,5,0.47,-31.24,9.55,413.7975,219.31
Corporate,Standard Class,Central,Medium,85.35,5,0,34.95,9.16,426.75,426.75
Corporate,Standard Class,EMEA,High,51.81,1,0,18.63,7.54,51.81,51.81
Corporate,Second Class,Central,High,56.7,2,0,16.98,5.83,113.4,113.4
Consumer,First Class,South,High,54.42,5,0.4,-4.58,3.22,272.1,163.26
Consumer,Standard Class,Oceania,Medium,23.91,1,0,1.89,1.73,23.91,23.91
Corporate,Standard Class,EMEA,High,16.98,1,0,0.48,1.17,16.98,16.98
Corporate,Standard Class,Africa,Medium,15.75,1,0,7.08,0.99,15.75,15.75
Consumer,First Class,Caribbean,Critical,8.36,2,0,0.72,3.19,16.72,16.72
Consumer,Standard Class,West,Medium,15.71,4,0.2,5.7,1.33,62.848,50.28
Consumer,Second Class,East,Medium,4416.17,9,0.3,-630.88,566.65,39745.566,27821.9
Corporate,First Class,East,Medium,895.92,5,0.2,302.37,203.94,4479.6,3583.68
Corporate,Standard Class,West,Medium,2518.29,9,0,654.76,173.07,22664.61,22664.61
Consumer,Second Class,Central,Critical,362.15,3,0.1,36.17,101.24,1086.453,977.81
Consumer,Standard Class,Central,Medium,1190.49,7,0,404.67,78.93,8333.43,8333.43
Consumer,Second Class,Central,Critical,191.31,7,0,7.56,46.54,1339.17,1339.17
Consumer,First Class,Africa,Medium,517.92,2,0,243.42,42.79,1035.84,1035.84
Consumer,Standard Class,South,Medium,634.86,5,0.4,-349.29,38.67,3174.3,1904.58
Consumer,First Class,Central Asia,Critical,94.44,4,0,1.8,34.8,377.76,377.76
Corporate,Standard Class,West,Medium,540.57,3,0,140.55,33.69,1621.71,1621.71
Corporate,Standard Class,EMEA,High,229.56,4,0,11.4,31.14,918.24,918.24
Corporate,First Class,East,Medium,462.56,2,0.1,97.65,31.13,925.128,832.62
Consumer,Standard Class,North Asia,Medium,496.2,4,0,64.44,28.43,1984.8,1984.8
Consumer,First Class,Central Asia,Critical,88.41,7,0,0,26.93,618.87,618.87
Corporate,Standard Class,North,Medium,512.28,9,0,86.94,25.83,4610.52,4610.52
Corporate,Standard Class,Caribbean,Medium,248.3,5,0,124.1,23.53,1241.5,1241.5
Corporate,Standard Class,West,Medium,221.06,8,0.2,77.37,22.01,1768.448,1414.76
Consumer,Second Class,Southeast Asia,Medium,264.6,7,0.27,-58.17,21.56,1852.1706,1352.08
Consumer,Standard Class,South,Medium,459.3,5,0,188.3,20.26,2296.5,2296.5
Consumer,Standard Class,North Asia,Medium,428.22,3,0,111.33,20.26,1284.66,1284.66
Consumer,Standard Class,North Asia,Medium,325.68,4,0,123.72,17.28,1302.72,1302.72
Corporate,Standard Class,Central,Medium,206.68,3,0.5,-152.96,16.8,620.055,310.03
Consumer,Standard Class,Oceania,Low,162.86,4,0.1,68.66,15.92,651.456,586.31
Consumer,Standard Class,North Asia,Medium,186.93,3,0,29.88,14.95,560.79,560.79
Consumer,Standard Class,Central,Medium,186.48,7,0,16.59,14.8,1305.36,1305.36
Consumer,Standard Class,EMEA,Low,158.58,2,0,20.58,14.07,317.16,317.16
Corporate,Standard Class,South,Low,98.16,6,0,9.82,13.93,588.96,588.96
Corporate,Standard Class,Central Asia,Medium,267.96,4,0,48.12,12.57,1071.84,1071.84
Consumer,Standard Class,Central,Medium,243.81,9,0,121.77,11.83,2194.29,2194.29
Consumer,Standard Class,Oceania,Low,201.28,3,0.1,64.84,11.33,603.855,543.47
Consumer,Standard Class,Central,Medium,162.6,5,0,60.1,11.26,813,813
Consumer,Second Class,Central,High,86.4,2,0.1,22.08,10.99,172.8,155.52
Corporate,Standard Class,South,Low,102.93,3,0,48.38,10.69,308.79,308.79
Consumer,Second Class,Central,High,74.16,6,0.4,4.92,10.65,444.96,266.98
Consumer,Standard Class,Central Asia,Medium,178.2,9,0,21.33,10.32,1603.8,1603.8
Corporate,Second Class,Central,Medium,77.4,3,0,33.21,9.12,232.2,232.2
Consumer,Second Class,Central,High,146.1,5,0,18.9,8.99,730.5,730.5
Corporate,Standard Class,North,Medium,85.26,1,0,28.12,8.77,85.26,85.26
Consumer,Standard Class,South,Medium,96.84,2,0,29.04,8.09,193.68,193.68
Consumer,Standard Class,Oceania,Medium,155.01,1,0.1,34.44,7.43,155.007,139.51
Consumer,Standard Class,North Asia,Medium,79.92,3,0,5.58,6.82,239.76,239.76
Consumer,Standard Class,Central,Medium,80.58,3,0,36.24,5.91,241.74,241.74
Consumer,Standard Class,South,Medium,105.24,2,0,19.98,5.56,210.48,210.48
Corporate,Standard Class,West,Medium,71.98,3,0.2,9,5.04,215.928,172.74
Corporate,Standard Class,EMEA,High,89.04,8,0,6,4.96,712.32,712.32
Consumer,Standard Class,Central,Medium,67.08,2,0,25.48,4.26,134.16,134.16
Consumer,Standard Class,South,Medium,59.31,3,0,29.61,4.21,177.93,177.93
Consumer,Standard Class,North,Medium,70.95,5,0.5,-44.1,4.09,354.75,177.38
Corporate,Standard Class,Central,Medium,38.86,4,0.8,-99.1,3.94,155.456,31.09
Consumer,Standard Class,North,Medium,83.88,2,0.5,-41.94,3.39,167.76,83.88
Consumer,Standard Class,Central,Medium,44.04,1,0.1,9.78,3.32,44.037,39.63
Consumer,Standard Class,North Asia,Medium,69.57,1,0,7.65,2.98,69.57,69.57
Corporate,Standard Class,Central,Medium,74.59,4,0.3,-2.13,2.72,298.368,208.86
Corporate,Standard Class,EMEA,High,23.04,2,0,9.18,2.56,46.08,46.08
Consumer,Standard Class,Southeast Asia,Medium,81.76,5,0.45,-56.54,2.17,408.7875,224.83
Consumer,Standard Class,South,Medium,26.28,3,0,12.06,2.16,78.84,78.84
Corporate,Standard Class,West,Medium,23.36,2,0,11.68,2.13,46.72,46.72
Corporate,Standard Class,Central,Medium,26.76,4,0.5,-6.48,1.97,107.04,53.52
Consumer,Standard Class,South,Medium,45.67,1,0.4,-14.48,1.64,45.666,27.4
Consumer,Standard Class,North,Medium,24.41,4,0.1,-1.15,1.53,97.632,87.87
Consumer,Standard Class,Central,Medium,18.36,3,0,0.72,1.42,55.08,55.08
Corporate,Standard Class,EMEA,High,11.46,1,0,2.97,1.38,11.46,11.46
Corporate,Standard Class,Central,Medium,16.78,2,0.6,-22.24,1.24,33.568,13.43
Corporate,Standard Class,West,Medium,8.56,2,0,3.85,1.11,17.12,17.12
Corporate,Second Class,Central,Medium,42.12,6,0,21.06,1.05,252.72,252.72
Corporate,Standard Class,Africa,Medium,13.5,1,0,5.4,0.9,13.5,13.5
Consumer,Standard Class,Southeast Asia,Medium,30.86,5,0.15,1,0.81,154.275,131.13
Corporate,Standard Class,Caribbean,Medium,18,2,0,6.12,0.73,36,36
Consumer,Standard Class,Caribbean,Medium,13.3,3,0.2,4.12,0.52,39.888,31.91
Corporate,Standard Class,Central,Medium,5.55,2,0.2,-1.04,0.39,11.104,8.88
Corporate,Standard Class,West,Medium,13.92,3,0.2,4.87,0.33,41.76,33.41
Corporate,Standard Class,Central,Medium,8.02,3,0.2,1,0.08,24.048,19.24
Consumer,Standard Class,North,High,517.86,3,0,160.47,59.37,1553.58,1553.58
Consumer,Standard Class,North,High,88.35,5,0,8.7,11.05,441.75,441.75
Consumer,Standard Class,North,High,71.1,5,0,1.35,7.82,355.5,355.5
Consumer,Standard Class,North,High,72.93,1,0,29.88,7.78,72.93,72.93
Consumer,Second Class,Southeast Asia,Critical,2487.81,6,0.17,-269.79,562.14,14926.8528,12389.29
Corporate,Standard Class,Caribbean,High,1264.96,5,0.002,73.46,137.4,6324.825,6312.18
Corporate,Standard Class,Central,Medium,1676.26,6,0.35,206.2,111.45,10057.554,6537.41
Consumer,Standard Class,Africa,Medium,1285.56,2,0,89.94,101.14,2571.12,2571.12
Corporate,Second Class,South,High,717.12,9,0.2,152.39,91.69,6454.08,5163.26
Corporate,Standard Class,East,High,1259.93,7,0,327.58,89.06,8819.51,8819.51
Corporate,First Class,Southeast Asia,High,347.84,7,0.27,47.54,82.3,2434.8639,1777.45
Corporate,Standard Class,East,High,499.99,1,0,130,75.9,499.99,499.99
Corporate,Standard Class,Central,Medium,1140.75,3,0,239.49,72.86,3422.25,3422.25
Corporate,Standard Class,East,High,636.86,7,0,0,58.06,4458.02,4458.02
Consumer,Standard Class,Africa,Medium,599.28,4,0,179.76,43.54,2397.12,2397.12
Corporate,Standard Class,North,Medium,411.93,3,0,164.7,41.6,1235.79,1235.79
Corporate,First Class,Southeast Asia,High,208.91,5,0.17,10.01,31.45,1044.555,866.98
Consumer,Second Class,Central,Medium,517.5,5,0.4,-189.8,30.13,2587.5,1552.5
Corporate,Standard Class,Caribbean,High,336.36,3,0,36.96,28.69,1009.08,1009.08
Corporate,Standard Class,Central,Medium,713.12,4,0.1,39.56,27.64,2852.496,2567.25
Consumer,First Class,West,High,443.92,4,0,8.88,20,1775.68,1775.68
Corporate,Second Class,Central,Medium,456.43,3,0.402,-184.73,18.62,1369.28844,818.83
Corporate,Standard Class,North,Medium,637.7,7,0,31.78,18.06,4463.9,4463.9
Consumer,Second Class,Southeast Asia,Critical,102.59,4,0.47,-89.05,14.81,410.3472,217.48
Corporate,First Class,EMEA,High,74.78,4,0.6,-24.34,13.85,299.136,119.65
Consumer,Second Class,West,High,160.72,14,0,78.75,13.76,2250.08,2250.08
Consumer,Standard Class,North Asia,High,109.65,5,0,25.2,11.15,548.25,548.25
Corporate,Standard Class,Caribbean,High,121.92,4,0,47.52,10.08,487.68,487.68
Consumer,Second Class,EMEA,Critical,38.31,1,0,4.2,9.24,38.31,38.31
Consumer,First Class,South,Critical,56.41,3,0.4,-35.75,8.93,169.236,101.54
Corporate,Standard Class,East,High,65.08,4,0,31.89,7.69,260.32,260.32
Consumer,Standard Class,Africa,Medium,109.32,4,0,14.16,7.31,437.28,437.28
Corporate,Standard Class,East,High,41.96,2,0,7.97,6.29,83.92,83.92
Consumer,First Class,South,Critical,24,2,0.4,-6.4,5.74,48,28.8
